recid,mm,dd,yy,county,loc_1
24516,6,11,59,galway,"ny,syracuse,56"
24517,6,11,59,galway,"ny,syracuse,56"
24518,6,11,59,galway,"ny,syracuse,56"
24519,6,11,59,kerry,"mi,55"
24520,6,11,59,kerry,"mi,55"
24521,6,11,59,kerry,"mi,55"
24522,6,11,59,kerry,"ny,auburn"
24523,6,11,59,limerick,"ma,boston,12/56"
24524,6,11,59,limerick,"ont,55 w/ si julia"
24525,6,11,59,queens,"la,new.orleans"
24526,6,11,59,sligo,"nyc,'55"
24527,6,11,59,tipperary,nyc
24528,6,11,59,tyrone,"ny,orleans co,hensborough"
24529,6,11,59,tyrone,"in,perry co,candleton"
24530,6,11,59,wexford,"ny,buffalo,catherine st,58"
24531,6,11,59,wexford,nyc
24533,6,18,59,,"mo,st.louis"
24534,6,18,59,,
24535,6,18,59,,
24538,6,18,59,,
24539,6,18,59,,"nh,livenon,'59"
24540,6,18,59,armagh,nyc
24541,6,18,59,cork,"ny,mt.morris,cuba,52"
24542,6,18,59,cork,"ny,my.morris,cuba,52"
24543,6,18,59,cork,"in,logansport,cass co"
24544,6,18,59,donegal,"il,chicago"
24545,6,18,59,donegal,"pa,6/55"
24546,6,18,59,dublin,"pa,manayunk,58;de"
24547,6,18,59,fermanagh,"nj,trenton,57"
24548,6,18,59,fermanagh,
24549,6,18,59,galway,"nyc,'53"
24550,6,18,59,galway,"nyc,'52"
24551,6,18,59,galway,"mo,st.louis,2/58"
24552,6,18,59,galway,"ma,boston,3/58"
24553,6,18,59,galway,"ca,nevada city,3/56"
24554,6,18,59,galway,"pa,"
24555,6,18,59,galway,"ca,heatheras island"
24556,6,18,59,kerry,"que,chatts canal"
24557,6,18,59,limerick,"ma,boston,12/56"
24558,6,18,59,limerick,"ma,boston/somerville"
24559,6,18,59,limerick,"ma,boston/somerville"
24560,6,18,59,limerick,"ma,somerville/boston"
24561,6,18,59,limerick,"ma,boston/somerville"
24562,6,18,59,limerick,"ma,boston/somerville"
24565,6,18,59,louth,"al,mobile"
24566,6,18,59,monaghan,"wi,milwaukee,55"
24567,6,18,59,waterford,
24568,6,25,59,,
24569,6,25,59,,
24570,6,25,59,,
24571,6,25,59,,
24572,6,25,59,,"que,montreal"
24573,6,25,59,,
24574,6,25,59,,"va,parkersburg until'55"
24575,6,25,59,donegal,
24576,6,25,59,,"ma,boston,cross st,'57"
24577,6,25,59,cork,"nbr,st.john"
24578,6,25,59,cork,"nbr,st.john"
24579,6,25,59,cork,"nbr,st.john"
24580,6,25,59,cork,"nbr,st.john"
24581,6,25,59,galway,"ar,chicot co,ondora"
24582,6,25,59,galway,"oh,cincinnati"
24583,6,25,59,galway,"va,(supposed)"
24585,6,25,59,kerry,"la,baton rouge"
24586,6,25,59,kerry,"ct,hartford'54"
24587,6,25,59,kerry,"ct,hartford'54"
24588,6,25,59,kerry,"mo,weston,platte county"
24589,6,25,59,kings,"ma,boston"
24590,6,25,59,leitrim,"nj,amboy"
24591,6,25,59,leitrim,"nj,amboy"
24592,6,25,59,limerick,"md,baltimore"
24593,6,25,59,limerick,"md,baltimore"
24595,6,25,59,louth,nyc
24597,6,25,59,roscommon,"pa,(supposedly)"
24598,6,25,59,roscommon,"pa,(supposedly)"
24599,6,25,59,roscommon,"nyc,'58"
24600,6,25,59,sligo,
24601,6,25,59,tipperary,"ny,somerset,niagara county"
24602,6,25,59,wexford,"il,quincy'54"
24603,7,2,59,,md 10/58
24604,7,2,59,,"va,wheeling 1/58"
24605,7,2,59,,"ma,uxbridge '48"
24606,7,2,59,,nyc
24607,7,2,59,,nyc
24608,7,2,59,,"ca,"
24609,7,2,59,,"mo,st.louis"
24610,7,2,59,,"wi,milwaukee"
24611,7,2,59,,"ny,rock st,buffalo'53"
24612,7,2,59,,"ma,uxbridge '48"
24613,7,2,59,,"ma,boston*"
24614,7,2,59,,"nbr,st.john(probably)"
24615,7,2,59,,"ct,chapinville,litchfield co"
24616,7,2,59,cork,"il,geneseeo,henry county"
24617,7,2,59,cork,"ri,pawtucket'56"
24618,7,2,59,cork*,"que,quebec"
24619,7,2,59,fermanagh,"ma,"
24620,7,2,59,galway,"pa,"
24621,7,2,59,kerry,"nyc,'51"
24622,7,2,59,kerry,"oh,london,madison county"
24623,7,2,59,kerry,"ny,bushnellsbasin,monroe co"
24624,7,2,59,kerry,"ny,bushnellsbasin,monroe co"
24625,7,2,59,kilkenny,"ca,*"
24626,7,2,59,kilkenny,"me,'48"
24627,7,2,59,leitrim,"ia,burlington'55"
24628,7,2,59,roscommon,"md,alleghany county'50"
24629,7,2,59,roscommon,"md,alleghany county'50"
24630,7,3,59,mayo,
24632,7,9,59,,"ca,san francisco"
24633,7,9,59,,"nyc,"
24634,7,9,59,,"nyc,"
24635,7,9,59,,"va,staunton'52"
24636,7,9,59,,"ca,san francisco"
24637,7,9,59,,nyc
24638,7,9,59,armagh,"pa,"
24639,7,9,59,cavan,"ny,oyster bay,li*"
24640,7,9,59,cavan,"ca,san francisco"
24641,7,9,59,cavan,"pa,mineral pt,bedford co"
24642,7,9,59,cavan,"pa,mineral pt,bedford co"
24643,7,9,59,clare,"md,baltimore,spring st,9/52"
24644,7,9,59,cork,"ny,wilbur,ulster county"
24645,7,9,59,cork,"oh,circleville"
24646,7,9,59,galway,"oh,cincinnati 12/58"
24647,7,9,59,galway,"ma,new bedford"
24648,7,9,59,galway,"nyc,90 e.34th st,ny"
24649,7,9,59,kerry,"il,[supposedly]"
24650,7,9,59,kerry,
24651,7,9,59,leitrim,"us,east"
24652,7,9,59,limerick,"[],lode*"
24653,7,9,59,limerick,"[],lode*"
24654,7,9,59,limerick,nyc
24655,7,9,59,louth,"ny,long island"
24656,7,9,59,louth,"ny,albany"
24657,7,9,59,mayo,"va,parkersburg road*"
24658,7,9,59,meath,
24659,7,9,59,meath,
24660,7,9,59,meath,
24661,7,9,59,monaghan,
24662,7,9,59,monaghan,
24663,7,9,59,tipperary,"nc,wilmington 07/57"
24664,7,9,59,tipperary,"quebec,'54"
24666,7,16,59,,"il,fulton"
24667,7,16,59,,"oh,cleveland*"
24668,7,16,59,,"il,fulton"
24669,7,16,59,clare,"il,moline 04/58"
24670,7,16,59,clare,"oh,"
24671,7,16,59,clare,"oh,"
24672,7,16,59,clare,can
24673,7,16,59,clare,"pa,pittsburg"
24674,7,16,59,cork,nyc
24675,7,16,59,cork,nyc
24676,7,16,59,cork,"ca,"
24677,7,16,59,cork,"ny,wilbur,ulster county"
24678,7,16,59,fermanagh,"il,chicago"
24679,7,16,59,fermanagh,"dc,washington"
24680,7,16,59,fermanagh,"tn,nashville"
24681,7,16,59,galway,"ct,"
24683,7,16,59,galway,nyc(supposedly)
24684,7,16,59,kerry,"va,pulaski county'53"
24685,7,16,59,kerry,"nyc,'52"
24686,7,16,59,kerry,"nyc,'52"
24687,7,16,59,kerry,"nyc,'52"
24688,7,16,59,fermanagh,"tn,nashville"
24689,7,16,59,limerick,"mo,bridgeton,st.louis"
24691,7,16,59,longford,"dc,washington"
24692,7,16,59,louth,"ky,louisville*"
24693,7,16,59,louth,"ny,long island"
24694,7,16,59,louth,"ny,albany"
24695,7,16,59,mayo,"nbr,st.john"
24696,7,16,59,meath,"ca,san francisco*"
24697,7,16,59,queens,"la,new orleans"
24698,7,16,59,queens,nyc
24699,7,16,59,roscommon,"ma,boston"
24700,7,16,59,tipperary,"mo,st.louis 57/58"
24701,7,16,59,tipperary,
24702,7,16,59,tipperary,"mo,st.louis"
24703,7,16,59,tipperary,"ny,albany"
24704,7,16,59,tipperary,"ny,albany"
24705,7,23,59,,"ma,boston'52"
24706,7,23,59,,"ma,"
24707,7,23,59,,"nyc,'52"
24708,7,23,59,,"ma,charlestown,58/10"
24709,7,23,59,,"que,montreal"
24710,7,23,59,armagh,
24711,7,23,59,cavan,"nj,newark"
24712,7,23,59,cavan,nyc(58)
24713,7,23,59,clare,"va,montgomery"
24714,7,23,59,cork,"ma,boston,'46"
24715,7,23,59,cork,"ma,boston,'49"
24716,7,23,59,cork,"ri,providence"
24717,7,23,59,cork,"ny,delaware county"
24718,7,23,59,cork,"ma,springfield"
24719,7,23,59,cork,"ny,delaware county"
24720,7,23,59,down,"ca,'55"
24721,7,23,59,down,"ca,'55"
24722,7,23,59,galway,"*eng,staleybridge,lancashire"
24723,7,23,59,galway,"*eng,staleybridge,lancashire"
24724,7,23,59,galway,"ky,ashland"
24725,7,23,59,galway,"ky,ashland"
24726,7,23,59,galway,"ky,ashland"
24727,7,23,59,galway,"ma,"
24728,7,23,59,galway,"nj,"
24729,7,23,59,galway,"md,sheet river"
24730,7,23,59,galway,
24731,7,23,59,galway,"*eng,"
24732,7,23,59,kerry,
24733,7,23,59,kerry,
24734,7,23,59,kerry,"il,kansas,edger county"
24735,7,23,59,kerry,"ri,providence"
24736,7,23,59,leitrim,
24737,7,23,59,roscommon,"nyc,'59"
24738,7,23,59,sligo,"ma,boston'54"
24739,7,23,59,sligo,"quebec,'49"
24740,7,23,59,tipperary,
24741,7,23,59,tipperary,"mo,st.louis"
24744,7,23,59,wicklow,"ont,*"
24745,8,13,59,,"md,chesapeake city*"
24746,8,13,59,,"ma,boston'47"
24747,8,13,59,,"ma,boston'47"
24748,8,13,59,,"ma,boston'47"
24749,8,13,59,,"ma,boston'47"
24750,8,13,59,,"la,new orleans"
24751,8,13,59,,"la,new orleans"
24752,8,13,59,carlow,"ny,oswego '54"
24753,8,13,59,clare,"pa,philadelphia"
24754,8,13,59,cork,"pa,huntington"
24755,8,13,59,cork,"ma,lowell'57"
24756,8,13,59,cork,nyc
24757,8,13,59,cork,"ont,"
24758,8,13,59,cork,
24759,8,13,59,cork,
24760,8,13,59,cork,
24761,8,13,59,cork,"ca,(supposedly)"
24762,8,13,59,galway,"mn,st.paul,57"
24763,8,13,59,galway,"ma,agawam,1/58"
24764,8,13,59,galway,
24765,8,13,59,kerry,"quebec,'47"
24766,8,13,59,kerry,"vt,"
24767,8,13,59,kerry,"quebec,'47"
24768,8,13,59,kerry,"ct,southport*"
24769,8,13,59,kerry,"il,chicago(maybe)"
24770,8,13,59,kerry,"tn,"
24771,8,13,59,kilkenny,"il,sangamon'11/58"
24772,8,13,59,kilkenny,"il,sangamon"
24773,8,13,59,kilkenny,"il,sangamon 11/58"
24774,8,13,59,leitrim,"il,fulton city,'56"
24775,8,13,59,limerick,"ny,elmira"
24776,8,13,59,limerick,"ny,elmira"
24777,8,13,59,mayo,
24778,8,13,59,mayo,
24779,8,13,59,meath,"nj,scranton"
24780,8,13,59,monaghan,"nyc,'57"
24781,8,13,59,roscommon,"ny,new york city"
24782,8,13,59,roscommon,
24783,8,13,59,roscommon,"ny,new york city"
24784,8,13,59,sligo,"oh,"
24785,8,13,59,tipperary,"ny,troy"
24786,8,20,59,,"ct,plainfield,'55"
24787,8,20,59,,"ont,toronto"
24788,8,20,59,,"ont,toronto"
24789,8,20,59,,"il,chicago,40 ewing st."
24790,8,20,59,clare,
24791,8,20,59,clare,"ma,taunton,'58"
24792,8,20,59,clare,
24793,8,20,59,clare,nyc
24794,8,20,59,clare,nyc
24795,8,20,59,clare,nyc
24796,8,20,59,cork,"*eng,plymouth,'47"
24797,8,20,59,cork,"me,bangor'37"
24798,8,20,59,cork,"ny,albany'56;mi"
24799,8,20,59,cork,"ny,albany,'57"
24800,8,20,59,galway,"ma,upton,w/mr.morgan allen"
24801,8,20,59,galway,"nyc,'57"
24802,8,20,59,galway,
24804,8,20,59,galway,
24805,8,20,59,galway,
24806,8,20,59,galway,
24807,8,20,59,galway,
24808,8,20,59,kerry,"ma,boston,'55"
24809,8,20,59,kilkenny,"ct,derby"
24811,8,20,59,limerick,"nyc,'57"
24812,8,20,59,londonderry,
24813,8,20,59,mayo,"mi,grand rapids"
24814,8,20,59,mayo,"ma,boston,w/isaac hall"
24815,8,20,59,monaghan,"mi,lake huron,'56"
24817,8,20,59,roscommon,"ia, davenport"
24818,8,20,59,sligo,
24819,8,20,59,tipperary,"ny,ardgwile co."
24820,8,20,59,waterford,"ma,boston,broad st."
24821,8,20,59,wexford,"ma,boston,'55"
24822,8,29,59,,"al,w/bill hobbyson"
24823,9,3,59,,"ny,ontario co,canandaigua,52"
24824,9,3,59,,"oh,akron,summit co,9/57"
24825,9,3,59,clare,
24826,9,3,59,,"pa,birdy creek"
24827,9,3,59,,"nj,patterson"
24828,9,3,59,roscommon,"*eng,l'shire,stalybridge,'40"
24829,9,3,59,leitrim,"ct,new haven,7-9,'55"
24830,9,3,59,,"md,baltimore,st vincents,57"
24831,9,3,59,,"ny,albany"
24832,9,3,59,,"in,"
24833,9,3,59,,"in,"
24834,9,3,59,cavan,"tn,memphis"
24835,9,3,59,clare,"nyc,51/1/18"
24836,9,3,59,clare,
24837,9,3,59,cork,
24838,9,3,59,cork,"ont,"
24839,9,3,59,cork,"quebec,'26"
24840,9,3,59,kilkenny,"ct,hartford"
24841,9,3,59,kilkenny,"nfld,'58"
24843,9,3,59,queens,"mo,jefferson city vicinity"
24844,9,3,59,queens,"ny,troy,'57"
24845,9,3,59,queens,"mi,adrian,4/58"
24846,9,3,59,tipperary,"nyc,'52"
24847,9,3,59,waterford,"dc,washington,9/58"
24848,9,3,59,waterford,"va,martinsburg,'55"
24849,1,10,59,kerry,
24850,9,11,58,,"ny,waterloo"
24851,11,5,42,cork,"ri,newport"
24852,11,5,42,cork,"ri,newport"
24853,10,21,43,westmeath,nyc
24854,11,25,43,,"ma,boston,8/42"
24855,8,30,45,cavan,"ma,boston,'37"
24856,9,27,45,donegal,"ky,"
24857,10,25,45,,
24858,11,15,45,mayo,"nyc,6/45"
24859,4,25,46,roscommon,nyc
24860,5,23,46,,"ma,boston"
24861,11,7,46,queens,"ma,fall river,'42"
24862,8,14,47,cork,"ma,roxbury"
24863,8,28,47,kerry,"quebec,'47"
24864,8,28,47,cork,"ma,boston,'44"
24865,10,23,47,galway,"nyc,8/47"
24866,10,23,47,galway,"nyc,8/47"
24867,11,6,47,mayo,"ny,monroe co."
24868,12,11,47,clare,"vt,/can"
24869,12,18,47,westmeath,"quebec,'47"
24870,12,18,47,mayo,"quebec,'47"
24873,4,15,48,monaghan,"ma,boston,'47"
24874,4,15,48,monaghan,"ma,boston"
24875,4,15,48,monaghan,"ma,boston,'47"
24876,4,15,48,monaghan,"ma,boston,'47"
24877,5,13,48,mayo,"nyc,'42"
24878,6,24,48,mayo,"quebec,'47"
24879,6,24,48,mayo,"quebec,'47"
24880,6,24,48,mayo,"quebec,'47"
24881,6,24,48,mayo,"quebec,'47"
24882,9,9,48,mayo,"quebec,'30"
24883,9,9,48,wexford,"nyc,'48"
24884,12,2,48,tyrone,
24885,12,9,48,cavan,"ma,andover,1/48/lawr*"
24886,5,19,49,tyrone,"in,"
24887,5,19,49,kings,nyc & boston
24889,6,23,49,wexford,"quebec,'43"
24890,9,29,49,tipperary,"ri,woonsocket falls"
24892,2,23,50,leitrim,"ma,boston,'49"
24893,2,23,50,,"me,lewiston falls,6/49"
24894,7,20,50,,"nbr,frederickton"
24895,11,16,50,carlow,
24896,12,14,50,clare,"quebec,'47"
24897,2,1,51,kerry,"mi,"
24898,2,22,51,,"ri,newport,2/51"
24899,3,8,51,kildare,"la,new orleans,'47"
24900,3,8,51,kildare,"la,new orleans,'47"
24901,7,4,51,kerry,"ma,boston,'49"
24902,8,9,51,monaghan,"ma,s.boston,iron works"
24903,8,15,51,waterford,"ma,boston,nr."
24904,9,3,59,,"nbr,st.john,musquash,7/59"
24905,9,3,59,*england,
24906,9,3,59,fermanagh,"nyc,'55"
24908,9,3,59,dublin,"nyc,'51"
24909,9,3,59,louth,"sc,charleston,'54"
24910,9,3,59,louth,"sc,charleston"
24911,9,3,59,louth,"sc,charleston"
24912,9,3,59,louth,"ny,seneca co.'54"
24913,9,3,59,louth,"ny,seneca co.'54"
24914,9,3,59,down,"nyc,'52"
24915,9,10,59,,"ma,massbury plains"
24916,9,10,59,,"oh,cincinnati,'53"
24917,9,10,59,,
24918,9,10,59,,
24919,9,10,59,,
24920,9,10,59,,
24921,9,10,59,,
24922,9,10,59,,"il,springfield"
24923,9,10,59,leitrim,"pa,b&o railway,'51"
24924,9,10,59,kilkenny,
24925,9,10,59,kilkenny,
24926,9,10,59,mayo,"nyc,'53"
24927,9,10,59,mayo,"nyc,'53"
24928,9,10,59,mayo,
24929,9,10,59,clare,"ny,lakeville,livingston co"
24930,9,10,59,kerry,"ky,lexington,3/59"
24931,9,10,59,kerry,"nyc,'54"
24932,9,10,59,armagh,"ny,utica"
24933,9,10,59,cork,"nyc,'57"
24934,9,10,59,cork,"quebec,'40"
24935,9,10,59,,"ny,rochester,'39"
24936,9,10,59,tipperary,"ny,albany,'57"
24937,9,10,59,limerick,"ny,buffalo,'57"
24938,9,10,59,limerick,"il,joliet"
24940,9,10,59,longford,"nyc,'49"
24941,9,10,59,longford,"nyc,'49"
24942,9,10,59,longford,"nyc,'49"
24943,9,10,59,longford,"nyc,'49"
24944,9,10,59,longford,"pa,union f.,huntington co'50"
24945,9,10,59,monaghan,"*eng,"
24946,9,10,59,monaghan,"*eng,"
24947,9,10,59,monaghan,"*eng,"
24948,9,10,59,monaghan,"la,new orleans,'56"
24949,9,10,59,*canada,
24950,9,17,59,,"ny,brooklyn,'54"
24951,9,17,59,mayo,"mo,st.louis"
24952,9,17,59,mayo,"oh,sandusky,'56"
24953,9,17,59,mayo,"oh,sandusky,'56"
24954,9,17,59,mayo,"oh,sandusky,'56"
24955,9,17,59,mayo,"pa,minersville,'55"
24956,9,17,59,clare,"que,shaws,'57"
24957,9,17,59,kerry,"mi,detroit & wi,milwaukee"
24958,9,17,59,kerry,"la,new orleans"
24959,9,17,59,kerry,"la,new orleans"
24960,9,17,59,roscommon,"il,"
24961,9,17,59,roscommon,"il,"
24962,9,17,59,roscommon,"il,"
24963,9,17,59,roscommon,"il,"
24964,9,17,59,roscommon,"nyc,'53"
24965,9,17,59,roscommon,"nyc,'53"
24966,9,17,59,sligo,"nyc,'51"
24967,9,17,59,cork,"il,new boston,mercer co.'57"
24968,9,17,59,cork,"il,new boston,mercer co.'57"
24969,9,17,59,cork,"ma,"
24970,9,17,59,cork,"va,'56"
24971,9,17,59,cork,"ma,milbury,'58"
24972,9,17,59,cork,"in,lawrence co.,'57"
24973,9,17,59,tipperary,"nyc,'49"
24974,9,17,59,tipperary,"ny,hartford,washington co."
24975,9,17,59,limerick,"quebec,'53"
24976,9,17,59,limerick,"la,new orleans"
24977,9,17,59,limerick,"quebec,'54"
24978,9,17,59,limerick,"quebec,'54"
24979,9,17,59,fermanagh,"ont,kingston"
24980,9,17,59,monaghan,"la,'57"
24981,9,17,59,meath,"ms,delhi landing,mahonia co."
24982,9,17,59,meath,"il,chicago"
24983,9,24,59,,
24984,9,24,59,,"ny,oswego,'58"
24985,9,24,59,,"ny,oswego,'58"
24986,9,24,59,,"ny,oswego,'58"
24987,9,24,59,,"pa,philadelphia,'57"
24988,9,24,59,carlow,"ct,new london,'54"
24989,9,24,59,carlow,"ct,new london,'54"
24990,9,24,59,,"ma,s.boston,6 fifth st."
24991,9,24,59,mayo,"nyc,castle garden,'58"
24992,9,24,59,mayo,"nyc,3/59"
24993,9,24,59,mayo,"nyc,3/59"
24994,9,24,59,mayo,"nyc,3/59"
24995,9,24,59,mayo,"nyc,3/50"
24996,9,24,59,mayo,"mo,warrington,warren co.,'58"
24997,9,24,59,clare,"quebec,'51/52"
24998,9,24,59,*germany,
24999,9,24,59,cork,
25000,9,24,59,cork,"nyc,nr."
25001,9,24,59,cork,"nyc,nr."
25002,9,24,59,cork,"nyc,nr."
25003,9,24,59,cork,"nyc,nr."
25004,9,24,59,cork,"nyc,nr."
25005,9,24,59,cork,"il,round grove,whiteside co."
25006,9,24,59,tipperary,"ny,attica"
25007,9,24,59,tipperary,
25008,9,24,59,tipperary,"ny,attica"
25009,9,24,59,leitrim,"ma,boston,'47"
25010,9,24,59,leitrim,
25011,9,24,59,leitrim,"nyc,5/51"
25012,9,24,59,leitrim,"nyc,5/52"
25013,9,24,59,,"ma,boston,'56"
25014,9,24,59,roscommon,"nyc,5/59"
25015,10,1,59,kilkenny,"nyc,/57"
25016,10,1,59,galway,"me,kennebec"
25017,10,1,59,galway,"pa,"
25018,10,1,59,galway,"pa,"
25019,10,1,59,galway,"pa,"
25020,10,1,59,cork,"ny,buffalo"
25021,10,1,59,cork,"oh,dayton"
25022,10,1,59,cork,"va,"
25023,10,1,59,waterford,"la,new orleans"
25025,10,1,59,cork,"pa,sunsberry"
25026,10,1,59,limerick,"il,stark co.,'57"
25027,10,1,59,limerick,"il,stark co.,'57"
25028,10,1,59,limerick,"il,stark co.,'57"
25029,10,1,59,limerick,"il,stark co.,'57"
25030,10,1,59,limerick,"il,stark co.,'57"
25031,10,1,59,monaghan,"nyc,6 allen st."
25032,10,1,59,kerry,"oh,cincinnati"
25033,10,1,59,kerry,"dc,washington,3/59"
25034,10,1,59,kerry,"nyc,'55"
25035,10,1,59,kings,"pa,greensburgh,'52"
25036,10,1,59,kings,"pa,greensburgh,'52"
25037,10,1,59,kings,"pa,greensburgh,'52"
25038,10,1,59,kings,"pa,greensburgh,'52"
25039,10,1,59,londonderry,"ny,alder creek,oneida co."
25040,10,1,59,londonderry,"ny,new york mills,oneida co."
25041,10,1,59,clare,
25042,10,1,59,clare,
25043,10,8,59,,"pa,philadelphia,4/11/54"
25044,10,8,59,,"pa,blairsville,indiana co'58"
25045,10,8,59,mayo,"nyc,'55"
25046,10,8,59,mayo,"md/va,rr."
25047,10,8,59,galway,"ma,woolverhamton,3/57"
25048,10,8,59,galway,
25049,10,8,59,galway,
25050,10,8,59,carlow,"quebec,'44"
25051,10,8,59,waterford,"oh,cincinnati,10/54"
25052,10,8,59,cork,
25053,10,8,59,cork,
25054,10,8,59,cork,"ky,franklin"
25055,10,8,59,cork,"il,grt.western rr."
25056,10,8,59,cork,
25057,10,8,59,cork,
25058,10,8,59,cork,
25059,10,8,59,cork,
25060,10,8,59,cork,"ma,roxbury,nr.,'50"
25061,10,8,59,cork,
25062,10,8,59,cork,
25063,10,8,59,cork,
25064,10,8,59,,"nyc,'58"
25065,10,8,59,kerry,"mi,michigan landing"
25066,10,8,59,kerry,"ma,attleboro,'57"
25067,10,8,59,londonderry,"*brazil,'54"
25068,10,8,59,clare,
25069,10,8,59,louth,"pa,mauch chunk,carbon co.'57"
25070,10,8,59,meath,"wi,"
25071,10,8,59,tyrone,"ma,roxbury,'29"
25072,10,8,59,tyrone,"ma,roxbury,'39"
25073,10,8,59,cavan,
25074,10,8,59,cavan,
25075,10,8,59,kilkenny,
25076,10,8,59,kilkenny,
25077,10,8,59,tipperary,
25078,10,8,59,tipperary,
25079,10,8,59,tipperary,
25080,10,8,59,kilkenny,"mi,grand rapids"
25081,10,15,59,,"ny,cape vencion,jefferson co"
25082,10,15,59,,"md,baltimore,'55"
25083,10,15,59,galway,"nyc,'59"
25084,10,15,59,galway,"nyc,'59"
25085,10,15,59,galway,"ky,on the railroad"
25086,10,15,59,waterford,"ma,boston,'54"
25087,10,15,59,waterford,"ma,boston,'54"
25089,10,15,59,*england,"ga,savannah"
25090,10,15,59,*england,"ny,brooklyn"
25091,10,15,59,kildare,"li,greenport"
25092,10,15,59,armagh,"ma,boston,c/hollum,rev.'56"
25093,10,15,59,tipperary,"que,quebec city,paul st."
25094,10,15,59,tipperary,"que,quebec city,paul st."
25095,10,15,59,tipperary,"que,quebec,paul st."
25096,10,15,59,fermanagh,"pa,phila.4/51"
25097,10,15,59,wexford,can.'49
25098,10,15,59,sligo,"pa,phila."
25099,10,15,59,cork,nyc
25100,10,15,59,cork,nyc
25101,10,15,59,cork,nyc
25102,10,15,59,cork,nyc
25103,10,15,59,cork,"ct,ansonia,'45-6"
25104,10,15,59,cork,"nyc,8/59"
25105,10,13,60,monaghan,"ma,boston,'54"
25106,10,15,59,limerick,"ky,rock hill,nr.l'ville'58*"
25108,10,15,59,kerry,"in,logansport,'56"
25109,10,15,59,kerry,"in,logansport,'56"
25110,10,15,59,kerry,"in,logansport,'56"
25111,10,15,59,clare,
25112,10,15,59,tyrone,"ma,boston"
25113,10,15,59,cavan,nyc
25114,10,15,59,wicklow,"ny,utica"
25115,10,15,59,wicklow,"ny,utica"
25116,4,23,53,tipperary,
25117,4,7,55,kilkenny,"que,montreal,sanguinet st."
25118,9,15,55,tipperary,"mo,[nb.terr.]leavenworth"
25119,12,17,59,monaghan,"oh,cincinnati,'51"
25120,12,17,59,monaghan,"ont,fredericksburg,'54"
25121,1,14,60,monaghan,
25122,2,18,60,monaghan,
25123,2,18,60,monaghan,
25124,1,14,60,monaghan,"que,montreal,'50"
25125,1,14,60,monaghan,
25126,1,14,60,monaghan,"nyc,'51"
25127,2,11,60,monaghan,nyc
25128,2,11,60,monaghan,
25129,3,22,56,cork,"nyc,'49"
25130,7,9,53,sligo,"nbr,st.john,'38"
25131,7,14,60,monaghan,"ma,e.douglas"
25132,7,21,60,monaghan,"*eng,"
25133,8,11,60,monaghan,"nyc,'60"
25134,8,25,60,cavan,"nyc,'49"
25135,9,15,60,monaghan,"quebec,'52"
25136,8,25,60,cavan,"nyc,'49"
25137,8,25,60,cavan,"nyc,'49"
25138,11,3,60,cavan,"pa,philadelphia,'49"
25139,11,17,60,monaghan,"nyc,'54"
25140,10,22,59,,"ri,woonsocket"
25141,10,22,59,,"ri,woonsocket falls,6/59"
25142,5,23,57,monaghan,"ca,'50-52,w/mr.gould of nyc"
25143,10,22,59,,"pa,cob creek,phila.co."
25144,10,22,59,,"nyc,'56"
25145,10,22,59,,"nyc,'57/7"
25146,6,12,52,cork,"wi,green bay"
25147,10,22,59,roscommon,"ri,providence,'56"
25148,10,22,59,galway,"mo,st.louis"
25149,10,22,59,galway,"oh,sandusky"
25150,10,22,59,galway,"va,wheeling,'56"
25151,10,22,59,galway,"nyc,st.denis hotel,2/57"
25152,10,22,59,tipperary,"il,wilmington,will co."
25153,10,22,59,cork,"nyc,w/morris scollard"
25154,10,22,59,cork,"mo,st.louis"
25155,10,22,59,cork,"ct,"
25156,10,22,59,cork,"va,"
25157,10,22,59,cork,"ma,boston,'53"
25158,10,22,59,limerick,"mo,st.louis"
25159,10,22,59,limerick,nyc
25160,10,22,59,limerick,"il,chicago"
25161,10,22,59,roscommon,"la,new orleans"
25162,10,22,59,roscommon,"la,new orleans"
25163,10,22,59,roscommon,"la,new orleans"
25164,10,22,59,clare,"ma,boston,'51"
25165,10,22,59,clare,"ma,boston,'51"
25166,10,22,59,louth,"nyc,'54"
25167,10,22,59,meath,"al,mobile,'56"
25168,10,22,59,tyrone,"me,castine"
25169,10,22,59,leitrim,
25170,10,22,59,leitrim,
25171,10,22,59,leitrim,
25172,10,22,59,leitrim,
25173,10,22,59,leitrim,"il,galena,'53"
25174,10,22,59,leitrim,"il,galena,'53"
25175,10,22,59,leitrim,"il,galena,'53"
25176,10,22,59,leitrim,"il,galena,'53"
25177,10,22,59,leitrim,"il,galena,'53"
25178,10,22,59,leitrim,"ma,s.boston,point,7/58"
25179,10,22,59,longford,"il,joliet,'57"
25180,10,29,59,,"ma,boston"
25181,10,29,59,,"ma,charlestown navy yard"
