recid,mm,dd,yy,county,loc_1
10743,8,6,53,limerick,"nyc,'52"
10744,8,6,53,limerick,"ny,little falls,1/52"
10745,8,6,53,mayo,"ma,boston,'49"
10746,8,6,53,mayo,"ma,boston,'49"
10747,8,6,53,mayo,"nyc,'51"
10749,8,6,53,meath,"ma,boston,'46"
10750,8,6,53,meath,"va,43"
10751,8,6,53,monaghan,"nyc,'53"
10752,8,6,53,*england,"nyc,200 mi.west of"
10753,8,6,53,roscommon,"nyc,'51"
10754,8,6,53,tipperary,"ny,cuba,5/52"
10755,8,6,53,waterford,"ny,yonkers"
10756,8,6,53,waterford,"ny,yonkers"
10757,8,6,53,waterford,"md,baltimore,51"
10758,8,6,53,westmeath,"wi,watertown,2 mi.fr."
10760,8,13,53,,"wi,"
10761,8,13,53,,nyc
10762,8,13,53,,nyc
10763,8,13,53,,nyc
10764,8,13,53,,"ma,fitchburg"
10765,8,13,53,,"oh,49"
10766,8,13,53,,"oh,49"
10767,8,13,53,,"il,chicago"
10768,8,13,53,antrim,
10769,8,13,53,carlow,"ire,minmaud,co. carlow,'47"
10770,8,13,53,cavan,*mexico
10771,8,13,53,clare,"ny,long island,flushing"
10772,8,13,53,clare,"quebec,'46"
10773,8,13,53,cork,"ny,lockport"
10774,8,13,53,cork,
10775,8,13,53,cork,"ma,uxbridge"
10776,8,13,53,cork,"nyc,49"
10777,8,13,53,cork,"nyc,49"
10778,8,13,53,cork,"ma,boston,49"
10779,8,13,53,galway,
10780,8,13,53,galway,
10781,8,13,53,kerry,"vt,bellows falls"
10782,8,13,53,kerry,"oh,wayne co."
10783,8,13,53,kerry,
10784,8,13,53,kerry,"nyc,'52"
10785,8,13,53,kerry,"ny,rome,48"
10786,8,13,53,kildare,nyc
10787,8,13,53,kilkenny,"pa,johnstown,3/52"
10788,8,13,53,kilkenny,"pa,johnstown,3/52"
10790,8,13,53,kilkenny,"ky,frankfort"
10791,8,13,53,kings,"nyc,'49"
10792,8,13,53,limerick,"ma,boston,'51"
10793,8,13,53,louth,"pa,easton,51"
10794,8,13,53,mayo,"ma,roxbury,53"
10795,8,13,53,meath,"mo,st.louis,48"
10796,8,13,53,meath,"mo,st.louis,48"
10797,8,13,53,monaghan,"nyc,'52"
10798,8,13,53,roscommon,"nyc,51"
10799,8,13,53,roscommon,"ny,troy"
10800,8,13,53,tipperary,"ct,new haven,7/53"
10801,8,13,53,tipperary,"nyc,49"
10802,8,13,53,tipperary,"ny,erie"
10803,8,13,53,tyrone,"oh,hanoverton,mifflin co."
10804,8,13,53,waterford,"ny,buffalo,51"
10805,8,13,53,waterford,"ny,buffalo,51"
10806,8,13,53,waterford,
10807,8,13,53,waterford,
10808,8,13,53,waterford,
10809,8,20,53,,
10810,8,20,53,,"nyc,'51"
10811,8,20,53,,"ont,chatham"
10812,8,20,53,,nyc
10813,8,20,53,,nyc
10814,8,20,53,armagh,nyc
10815,8,20,53,armagh,nyc
10816,8,20,53,armagh,nyc
10817,8,20,53,armagh,nyc
10818,8,20,53,armagh,nyc
10819,8,20,53,armagh,nyc
10820,8,20,53,armagh,nyc
10821,8,20,53,armagh,nyc
10823,8,20,53,clare,"oh,cleveland"
10824,8,20,53,clare,"oh,cleveland"
10825,8,20,53,clare,"quebec,'50"
10826,8,20,53,clare,"quebec,'48"
10827,8,20,53,clare,"ma,boston,franklin/ann st*"
10828,8,20,53,cork,"pa,philadelphia"
10829,8,20,53,cork,"pa,philadelphia"
10830,8,20,53,cork,"nbr,st.john"
10831,8,20,53,cork,"nb,st. john,52"
10832,8,20,53,cork,"ma,westboro mills,47"
10833,8,20,53,cork,"ma,westboro mills,47"
10834,8,20,53,cork,"ma,westboro mills,47"
10835,8,20,53,cork,"nyc,'51"
10836,8,20,53,cork,"ma,boston,'48"
10837,8,20,53,cork,"ma,boston,'48"
10838,8,20,53,galway,"ma,roxbury,49"
10839,8,20,53,galway,"me,portland"
10840,8,20,53,kerry,"oh,52"
10842,8,20,53,kilkenny,"nyc,'50"
10843,8,20,53,kilkenny,"nyc,'50"
10844,8,20,53,kilkenny,
10845,8,20,53,kilkenny,
10846,8,20,53,kilkenny,"pa,greenburg,51"
10847,8,20,53,limerick,"oh,"
10848,8,20,53,limerick,"oh,"
10849,8,20,53,limerick,"oh,"
10850,8,20,53,limerick,"nyc,'53"
10851,8,20,53,londonderry,"tn,milwaukee;mi"
10852,8,20,53,westmeath,
10853,8,20,53,monaghan,"pa,pittsburgh"
10854,8,20,53,roscommon,"ma,new bedford"
10855,8,20,53,roscommon,"ma,new bedford"
10856,8,20,53,sligo,"oh,sandusky"
10857,8,20,53,sligo,"oh,sandusky"
10858,8,20,53,tipperary,"ont,peterborough"
10859,8,20,53,tipperary,"nyc,'49"
10860,8,20,53,tipperary,nyc
10861,8,20,53,tipperary,"nyc,'47"
10862,8,20,53,tipperary,"nyc,'47"
10863,8,20,53,tipperary,"nyc,'47"
10864,8,20,53,tipperary,"ont,peterborough"
10865,8,20,53,tipperary,"ont,peterborough"
10866,8,20,53,tyrone,"in,"
10867,8,20,53,waterford,
10868,8,20,53,wicklow,"ont,sterling,36"
10869,8,27,53,,"ny,killbuck,catarangus co."
10870,8,27,53,,"ri,providence,"
10871,8,27,53,,"vt,westminster,"
10872,8,27,53,,
10873,8,27,53,,"tn,nashville,3/52"
10874,8,27,53,,
10875,8,27,53,,
10876,8,27,53,,"va,newbern,6/52"
10877,8,27,53,,"ct,colchester*,4/52"
10878,8,27,53,cavan,"nyc,lawrence st."
10879,8,27,53,clare,
10880,8,27,53,clare,
10881,8,27,53,clare,
10882,8,27,53,cork,
10883,8,27,53,cork,"ma,boston, 50"
10884,8,27,53,cork,"ma,boston,'49"
10885,8,27,53,cork,
10886,8,27,53,cork,
10887,8,27,53,cork,
10888,8,27,53,cork,"ma,boston,'46"
10889,8,27,53,cork,"que,quebec"
10890,8,27,53,cork,"ma,lawrence,lft 10/52"
10891,8,27,53,donegal,
10892,8,27,53,galway,"nyc,'52"
10893,8,27,53,galway,"nyc,'53"
10894,8,27,53,galway,"nyc,'53"
10895,8,27,53,kerry,"oh,richland co., shelby"
10896,8,27,53,kerry,"ma,boston, federal st."
10897,8,27,53,kerry,"nyc,'52"
10898,8,27,53,kerry,"nh,"
10899,8,27,53,kerry,
10900,8,27,53,kerry,
10901,8,27,53,kerry,"oh,wintersville,jefferson co"
10902,8,27,53,kildare,"ny,utica"
10903,8,27,53,kilkenny,"va,vitville"
10904,8,27,53,leitrim,"quebec,'48"
10905,8,27,53,leitrim,"oh,cincinnati,morrowtown,51"
10906,8,27,53,limerick,
10907,8,27,53,limerick,"nyc,'48"
10908,8,27,53,louth,"me,"
10909,8,27,53,louth,"me,"
10910,8,27,53,mayo,
10911,8,27,53,mayo,
10912,8,27,53,mayo,
10913,8,27,53,sligo,"que,montreal, 47"
10914,8,27,53,tipperary,
10916,8,27,53,tipperary,
10917,8,27,53,tipperary,"me,portland"
10918,8,27,53,tipperary,"que,montreal,49"
10919,9,3,53,,"vt,middlebury,51"
10920,9,3,53,,"ma,boston,nr."
10921,9,3,53,,"ma,boston,nr."
10922,9,3,53,,
10923,9,3,53,,
10924,9,3,53,,"ny,genesee co"
10925,9,3,53,clare,
10926,9,3,53,clare,
10927,9,3,53,limerick,"vt,middlebury,51"
10928,9,3,53,clare,
10929,9,3,53,clare,"oh,"
10930,9,3,53,clare,
10931,9,3,53,clare,
10932,9,3,53,cork,"ny,messina,36"
10933,9,3,53,cork,"ny,messina,36"
10934,9,3,53,cork,"ny,messina,36"
10935,9,3,53,cork,"ny,whitehall,36"
10936,9,3,53,cork,
10937,9,3,53,dublin,"quebec,'52"
10938,9,3,53,galway,nyc
10939,9,3,53,galway,nyc
10940,9,3,53,galway,nyc
10941,9,3,53,galway,"nyc,'53"
10942,9,3,53,kerry,"nyc,'49"
10943,9,3,53,kerry,"oh,"
10944,9,3,53,kerry,"oh,cincinnati"
10945,9,3,53,kerry,"oh,"
10946,9,3,53,kerry,"oh,"
10947,9,3,53,kerry,"oh,"
10948,9,3,53,leitrim,"ny,brooklyn"
10949,9,3,53,limerick,nyc
10950,9,3,53,limerick,"ny,buffalo,nr."
10951,9,3,53,limerick,"ny,buffalo,nr."
10952,9,3,53,limerick,
10953,9,3,53,limerick,
10954,9,3,53,longford,"que,bay of cheleur"
10955,9,3,53,longford,"que,bay of cheleur"
10956,9,3,53,mayo,
10957,9,3,53,mayo,
10958,9,3,53,mayo,"oh,cincinnati,2/52;nr cairo"
10959,9,3,53,mayo,
10960,9,3,53,mayo,"ny,buffalo"
10961,9,3,53,meath,nyc/boston
10962,9,3,53,meath,nyc/boston
10963,9,3,53,meath,"la,new orleans"
10964,9,3,53,longford,"nyc,'49"
10965,9,3,53,roscommon,"tn,milwaukee,52"
10966,9,3,53,sligo,"ma,boston,4 congress st*"
10967,9,3,53,tipperary,
10968,9,3,53,tipperary,"ny,buffalo"
10969,9,3,53,tipperary,"nbr,st.john"
10970,9,3,53,waterford,"nyc,'52"
10971,9,3,53,waterford,"nyc,'45"
10972,9,3,53,wexford,
10973,9,3,53,wexford,
10974,9,3,53,wexford,"mo,st.louis,51"
10975,9,10,53,,"ct,new haven,51"
10976,9,10,53,,"dc,washington"
10977,9,10,53,,
10979,9,10,53,,
10980,9,10,53,,
10981,9,10,53,,"ny,herkimer,52"
10982,9,10,53,clare,"ny,binghamton"
10983,9,10,53,clare,
10984,9,10,53,cork,"nyc,'48"
10985,9,10,53,cork,"nbr,st.john"
10986,9,10,53,cork,"ma,boston,2/52"
10987,9,10,53,cork,
10988,9,10,53,cork,"ga,savannah,37"
10989,9,10,53,dublin,"nyc,'51"
10990,9,10,53,dublin,"nyc,'51"
10991,9,10,53,dublin,"nyc,'51"
10992,9,10,53,galway,"va,preston co."
10993,9,10,53,galway,"nyc,'51"
10994,9,10,53,galway,"nyc,'51"
10995,9,10,53,galway,"nbr,st.john,10/52"
10996,9,10,53,galway,"nj,newark,6/52"
10997,9,10,53,kerry,"ma,boston,'52"
10998,9,10,53,kerry,nyc
10999,9,10,53,kerry,"que,montreal,11/52"
11000,9,10,53,kildare,
11001,9,10,53,limerick,
11002,9,10,53,limerick,"ny,saratoga"
11003,9,10,53,limerick,"ca,"
11004,9,10,53,limerick,"va,"
11005,9,10,53,limerick,
11006,9,10,53,limerick,"quebec,'46"
11007,9,10,53,limerick,
11008,9,10,53,limerick,
11009,9,10,53,limerick,
11010,9,10,53,londonderry,"pa,47"
11011,9,10,53,londonderry,
11012,9,10,53,longford,"nyc,'47"
11013,9,10,53,mayo,"va,monroe co."
11014,9,10,53,mayo,
11015,9,10,53,mayo,"quebec,'44"
11016,9,10,53,mayo,"quebec,'44"
11017,9,10,53,mayo,"nyc,'17"
11018,9,10,53,roscommon,"tn,nashville,3/53"
11019,9,10,53,sligo,"que,montreal,50"
11020,9,10,53,sligo,"que,montreal,50"
11021,9,10,53,sligo,"que,lower concession"
11022,9,10,53,wexford,
11023,9,17,53,,"ma,boston,ann st,6/17/52"
11024,9,17,53,,"mo,st.louis,nr."
11025,9,17,53,,"ma,springfield"
11026,9,17,53,,"pa,goose creek,3/53"
11027,9,17,53,,"mo,st.louis,nr."
11029,9,17,53,,"md,cumberland"
11030,9,17,53,,"mo,st.louis,nr."
11031,9,17,53,,nyc
11032,9,17,53,,nyc
11033,9,17,53,,"oh,cleveland"
11034,9,17,53,antrim,"nyc,'38"
11035,9,17,53,cavan,"que,montreal,51"
11036,9,17,53,cavan,washington d.c.
11037,9,17,53,cork,"ny,oswego co."
11038,9,17,53,cork,"ny,oswego co."
11039,9,17,53,cork,
11040,9,17,53,cork,"nyc,'52"
11041,9,17,53,cork,jamaica
11042,9,17,53,cork,"nyc,'49"
11043,9,17,53,cork,"nyc,'51"
11044,9,17,53,donegal,"nbr,st.john"
11045,9,17,53,donegal,"pa,philad,143 s. front st."
11046,9,17,53,down,"nyc,'49"
11047,9,17,53,fermanagh,"in,laporte"
11048,9,17,53,galway,"pa,goose creek,3/53"
11049,9,17,53,galway,
11050,9,17,53,kerry,
11051,9,17,53,kerry,"oh,/va,"
11052,9,17,53,kerry,"oh,logan co,belfountain"
11053,9,17,53,kerry,"il,lebanon"
11054,9,17,53,kerry,"oh,lohan co.,belfountain"
11055,9,17,53,kerry,"oh,logan co.,belfountain"
11056,9,17,53,kerry,"nyc,'52"
11057,9,17,53,kerry,"quebec,'53"
11058,9,17,53,kerry,"quebec,'53"
11059,9,17,53,kerry,"quebec,'53"
11060,9,17,53,kilkenny,"wi,troy lake"
11061,9,17,53,kilkenny,
11062,9,17,53,leitrim,"la,"
11063,9,17,53,londonderry,"ma,merrimac/lawrence,38"
11064,9,17,53,westmeath,"nyc,'45"
11065,9,17,53,*england,"pa,philad,143 s. front st."
11066,9,17,53,,"ny,oswego"
11067,9,17,53,queens,"nyc,52"
11068,9,17,53,queens,"oh,columbus,6/53"
11069,9,17,53,roscommon,"nyc,'52"
11070,9,17,53,tipperary,
11071,9,17,53,tipperary,
11072,9,17,53,tipperary,
11073,9,17,53,tipperary,"ny,troy"
11074,9,17,53,tipperary,schaghticoke
11075,9,17,53,tipperary,"ca,4/52"
11076,9,17,53,tipperary,"oh,"
11077,9,17,53,wexford,"pa,tinker run,8/51"
11078,9,17,53,wicklow,"nyc,'47"
11079,9,24,53,,nyc
11080,9,24,53,,"nyc,277 front st,5/52*"
11081,9,24,53,,"nyc,'52"
11082,9,24,53,,"nyc,'52"
11083,9,24,53,,"ma,springfield,9/53"
11084,9,24,53,,
11085,9,24,53,,"ny,hudson,51"
11086,9,24,53,,"ct,new haven/n.haven*"
11087,9,24,53,,"ma,"
11088,9,24,53,,"vt,"
11089,9,24,53,cavan,"ont,huntly,8th concession of"
11090,9,24,53,clare,
11091,9,24,53,clare,
11092,9,24,53,cork,"nyc,'53"
11093,9,24,53,cork,"quebec,'31"
11094,9,24,53,cork,"ma,*48"
11095,9,24,53,cork,"quebec,'47"
11096,9,24,53,cork,"il,peoria,49"
11097,9,24,53,galway,"ia,michigan city,5/52"
11098,9,24,53,galway,"nyc,'47"
11099,9,24,53,galway,"ma,boston"
11100,9,24,53,kerry,"va,richmond,4/53"
11101,9,24,53,kerry,nyc
11102,9,24,53,kerry,"quebec,'52"
11103,9,24,53,kerry,
11104,9,24,53,kerry,"nyc,'51"
11105,9,24,53,kerry,"sc,charleston"
11106,9,24,53,leitrim,"pa,pittsburgh"
11107,9,24,53,leitrim,
11108,9,24,53,limerick,"il,belvidere,51"
11109,9,24,53,londonderry,"nyc,'52"
11110,9,24,53,louth,nyc
11111,9,24,53,louth,nyc
11112,9,24,53,mayo,"nyc,'47"
11113,9,24,53,mayo,"nyc,'47"
11114,9,24,53,mayo,"nyc,'47"
11115,9,24,53,mayo,"nyc,'47"
11116,9,24,53,mayo,"nyc,'50"
11117,9,24,53,mayo,"ny,buffalo"
11119,9,24,53,roscommon,"oh,wood county"
11120,9,24,53,sligo,"quebec,'53"
11121,9,24,53,tipperary,"nbr,st.john,48"
11122,9,24,53,tipperary,"nbr,st.john,48"
11123,9,24,53,tipperary,"ma,winchendon,'52"
11124,9,24,53,tipperary,"ma,winchendon,'52"
11125,9,24,53,waterford,
11126,9,24,53,waterford,"ia,aurora"
11127,10,1,53,,"nyc,'52"
11128,10,1,53,,"ny,oswego, 09/52"
11129,10,1,53,,"ny,albany, fall 52"
11130,10,1,53,,
11131,10,1,53,,
11132,10,1,53,,"ny,buffalo, 04/52"
11133,10,1,53,,"la,new orleans,4/52"
11134,10,1,53,,"pa,philadelphia;ma,boston,52"
11135,10,1,53,,"pa,philadelphia;ma,boston,52"
11137,10,1,53,,nyc
11138,10,1,53,,nyc
11139,10,1,53,,"ny,erie co"
11140,10,1,53,carlow,"ma,boston,'50"
11141,10,1,53,carlow,"ma,boston,'48"
11142,10,1,53,carlow,"ma,boston,'46"
11143,10,1,53,cavan,
11144,10,1,53,cavan,"ma,easton, 18"
11145,10,1,53,clare,"nyc,west ave. w mrs cook"
11146,10,1,53,cork,
11148,10,1,53,cork,"nyc,05/49"
11149,10,1,53,cork,"pa,pittsburgh,nr."
11150,10,1,53,galway,"nyc,'46"
11151,10,1,53,kerry,"mexico,'42"
11152,10,1,53,kerry,"va,/tn,"
11153,10,1,53,kerry,"nyc,'48"
11154,10,1,53,kilkenny,"la,new orleans, 02/52"
11155,10,1,53,kilkenny,
11156,10,1,53,kilkenny,"il,chicago"
11157,10,1,53,kilkenny,"il,chicago"
11158,10,1,53,limerick,
11159,10,1,53,,"la,new orleans,4/52"
11160,10,1,53,mayo,"mo,st.louis"
11161,10,1,53,mayo,
11162,10,1,53,mayo,
11163,10,1,53,mayo,"nyc,'48"
11164,10,1,53,mayo,"ny,brooklyn,4/51"
11165,10,1,53,roscommon,"ma,lowell, 51"
11166,10,1,53,roscommon,"ma,lowell, 51"
11167,10,1,53,tipperary,"ny,cuba, 05/53"
11168,10,1,53,waterford,"pa,"
11169,10,1,53,waterford,"mo,st.louis"
11170,10,1,53,waterford,"ma,boston or vicinity"
11171,10,1,53,waterford,"ma,boston or vicinity"
11172,10,1,53,waterford,"ma,boston or vicinity"
11173,10,1,53,waterford,"ma,boston or vicinity"
11174,10,1,53,waterford,"ma,boston or vicinity"
11175,10,1,53,wicklow,"ct,51"
11176,10,8,53,,"nyc,26 pitt st."
11177,10,8,53,,"nyc,26 pitt st."
11178,10,8,53,,"nyc,26 pitt st."
11179,10,8,53,,
11180,10,8,53,,"nyc,'52"
11181,10,8,53,,"va,grout's corner"
11182,10,8,53,,"va,grout's corner"
11183,10,8,53,,"nyc,'52"
11184,10,8,53,,"nyc,'52"
11185,10,8,53,,"nyc,'52"
11186,10,8,53,,
11187,10,8,53,,"nyc,'53"
11188,10,8,53,,"ny,hydepark,dutchessco"
11189,10,8,53,,"pa,pittsburgh"
11190,10,8,53,,"nyc,'53"
11191,10,8,53,cork,
11192,10,8,53,,
11193,10,8,53,carlow,nyc
11194,10,8,53,carlow,
11195,10,8,53,clare,"pa,philadelphia"
11196,10,8,53,clare,"ma,boston"
11197,10,8,53,clare,"nyc,'45"
11198,10,8,53,cork,"me,chatichoke point"
11199,10,8,53,cork,
11200,10,8,53,cork,
11201,10,8,53,cork,
11202,10,8,53,cork,
11203,10,8,53,galway,
11204,10,8,53,galway,"oh,"
11205,10,8,53,galway,"nyc,'48"
11206,10,8,53,galway,
11207,10,8,53,kilkenny,"nyc,21 pearl st."
11208,10,8,53,kings,"oh,coshocton"
11209,10,8,53,kings,"ar,littlerock"
11210,10,8,53,leitrim,
11211,10,8,53,leitrim,
11212,10,8,53,limerick,"nyc,'53"
11213,10,8,53,louth,
11214,10,8,53,louth,
11215,10,8,53,louth,
11216,10,8,53,louth,
11217,10,8,53,louth,
11218,10,8,53,louth,
11219,10,8,53,louth,
11220,10,8,53,louth,
11221,10,8,53,mayo,"me,gardiner"
11222,10,8,53,mayo,
11223,10,8,53,mayo,
11224,10,8,53,monaghan,
11225,10,8,53,monaghan,
11226,10,8,53,monaghan,
11227,10,8,53,monaghan,
11228,10,8,53,*england,
11229,10,8,53,queens,"nyc,'41"
11230,10,8,53,roscommon,"ma,boston,'44"
11231,10,8,53,roscommon,"oh,cincinnati"
11232,10,8,53,roscommon,"oh,lakeprovidence"
11233,10,8,53,roscommon,
11234,10,8,53,tipperary,
11235,10,8,53,waterford,
11236,10,15,53,,"quebec,'50"
11237,10,15,53,,"quebec,'50"
11238,10,15,53,,"nyc,'49"
11239,10,15,53,,"ny,binghamton"
11240,10,15,53,,
11241,10,15,53,,"ny,elicotville (lft 06/52)"
11242,10,15,53,carlow,
11243,10,15,53,carlow,
11244,10,15,53,carlow,
11245,10,15,53,carlow,
11246,10,15,53,carlow,
11247,10,15,53,carlow,
11248,10,15,53,cavan,"wi,'51"
11249,10,15,53,cavan,"wi,'51"
11250,10,15,53,cavan,
11251,10,15,53,cavan,"ny,albany,green&rens.st."
11252,10,15,53,clare,"oh,cincinnati"
11253,10,15,53,clare,"ky,nicholas co."
11254,10,15,53,cork,"nyc,'51"
11255,10,15,53,cork,"ma,boston,'52"
11256,10,15,53,cork,"ma,boston,'49"
11257,10,15,53,cork,
11258,10,15,53,cork,"ma,stoughton,'52"
11259,10,15,53,cork,"nyc,'52"
11263,10,15,53,galway,"md,baltimore,6/52"
11264,10,15,53,galway,
11265,10,15,53,galway,
11266,10,15,53,galway,"nyc,'44"
11267,10,15,53,galway,"nyc,'44"
11268,10,15,53,galway,"nyc,'44"
11269,10,15,53,galway,"nyc,'44"
11270,10,15,53,galway,
11271,10,15,53,galway,
11272,10,15,53,galway,"nyc,'52"
11273,10,15,53,galway,"nyc,'52"
11274,10,15,53,kerry,"quebec,'51"
11275,10,15,53,kerry,"pa,pittsburgh"
11276,10,15,53,tipperary,"nyc,'49"
11277,10,15,53,kerry,
11278,10,15,53,kerry,
11279,10,15,53,kerry,"in,"
11280,10,15,53,kerry,"in,"
11281,10,15,53,limerick,"ny,morrisania"
11282,10,15,53,limerick,
11283,10,15,53,limerick,"oh,mill brook(12/25/52)"
11284,10,15,53,mayo,"il,pekin"
11285,10,15,53,mayo,"ma,boston,'52"
11286,10,15,53,meath,
11287,10,15,53,queens,"ct,farmington(50)"
11288,10,15,53,roscommon,
11289,10,15,53,roscommon,"ny,jeffersonco."
11290,10,15,53,roscommon,"ny,buffalo(51)"
11291,10,15,53,roscommon,"pa,'50"
11292,10,15,53,roscommon,"pa,'50"
11293,10,15,53,tipperary,"nyc,'52"
11294,10,15,53,tipperary,nyc
11295,10,15,53,tipperary,"nyc,'47"
11296,10,15,53,tipperary,
11297,10,15,53,waterford,"ns,halifax"
11298,10,15,53,waterford,"ny, syracuse (52)"
11299,10,22,53,,
11301,10,22,53,,
11302,10,22,53,roscommon,
11303,10,22,53,,
11304,10,22,53,,"ma,boston,'53"
11305,10,22,53,,"nj,newark"
11306,10,22,53,,
11308,10,22,53,,"ma,boston (50)"
11309,10,22,53,,
11310,10,22,53,,
11311,10,22,53,,"pa,jefferson,cambriaco."
11312,10,22,53,,"pa,jefferson,cambriaco."
11313,10,22,53,carlow,"ny,schenectady (50)"
11314,10,22,53,carlow,"ny,schenectady"
11315,10,22,53,clare,nyc (50)
11316,10,22,53,clare,nyc
11317,10,22,53,clare,"nyc,'48"
11318,10,22,53,clare,
11319,10,22,53,clare,
11320,10,22,53,clare,"vt,2/49"
11321,10,22,53,cork,"ct,hartford"
11322,10,22,53,cork,nyc
11323,10,22,53,cork,"ma,boston,'45"
11324,10,22,53,dublin,"ny,buffalo"
11325,10,22,53,fermanagh,"ma,lowell"
11326,10,22,53,fermanagh,"ma,chelsea(50)"
11327,10,22,53,fermanagh,
11328,10,22,53,fermanagh,
11329,10,22,53,galway,
11330,10,22,53,galway,
11331,10,22,53,galway,
11332,10,22,53,kerry,"nyc,'52"
11333,10,22,53,kildare,"ny,btw.nyc & albany"
11334,10,22,53,kilkenny,"nyc,'51"
11335,10,22,53,kilkenny,"nyc,'51"
11336,10,22,53,kilkenny,"nyc,'51"
11337,10,22,53,kilkenny,"nyc,'51"
11338,10,22,53,kilkenny,"nyc,'51"
11339,10,22,53,kings,"nyc,'47"
11340,10,22,53,limerick,"ma,boston,'51"
11341,10,22,53,limerick,"ma,boston,'51"
11342,10,22,53,limerick,"ma,boston,'51"
11343,10,22,53,limerick,"ma,boston,'51"
11344,10,22,53,limerick,
11345,10,22,53,longford,
11346,10,22,53,louth,"nj,(04/52)"
11347,10,22,53,mayo,"nyc,317waterst."
11348,10,22,53,meath,"la,new orleans"
11349,10,22,53,monaghan,"nyc,'47"
11350,10,22,53,roscommon,
11351,10,22,53,roscommon,
11352,10,22,53,roscommon,"oh,"
11353,10,22,53,roscommon,
11354,10,22,53,sligo,"ont,port robinson"
11355,10,22,53,sligo,"ont,port robinson"
11356,10,22,53,sligo,"ont,port robinson"
11358,10,22,53,tipperary,
11359,10,22,53,tipperary,
11361,10,22,53,wexford,"ma,boston (31)"
11362,10,29,53,,"ma,woburn"
11363,10,29,53,,"ma,e.boston"
11364,10,29,53,,
11365,10,29,53,,
11366,10,29,53,,
11367,10,29,53,,"dc,washington"
11368,10,29,53,,
11369,10,29,53,,
11370,10,29,53,,"ny,buffalo"
11371,10,29,53,,"dc,washington"
11372,10,29,53,,"dc,washington"
11373,10,29,53,cavan,
11374,10,29,53,clare,"pa,great bend"
11375,10,29,53,cork,"ny,mellenville (07/52)"
11376,10,29,53,cork,"pa,philadelphia (47)"
11377,10,29,53,cork,"nyc,'52"
11378,10,29,53,cork,
11379,10,29,53,cork,"quebec,'50"
11380,10,29,53,cork,"ct,hartford"
11381,10,29,53,donegal,
11382,10,29,53,donegal,
11383,10,29,53,galway,"nyc,'52"
11384,10,29,53,galway,"quebec,'46"
11385,10,29,53,galway,"ma,boston,'49"
11386,10,29,53,kerry,"ny,chazy,clintonco."
11387,10,29,53,kerry,"nyc,'47"
11388,10,29,53,kilkenny,"ma,boston,'49"
11389,10,29,53,limerick,
11390,10,29,53,mayo,"nyc,'51"
11391,10,29,53,meath,"ny,montezuma"
11392,10,29,53,monaghan,
11393,10,29,53,roscommon,"ma,boston,'46"
11394,10,29,53,sligo,
11395,10,29,53,waterford,"in,"
11396,10,29,53,wicklow,"pa,"
11397,11,5,53,,
11398,11,5,53,,"nyc,'48"
11399,11,5,53,,"ma,boston(43)"
11400,11,5,53,,"va,wheeling"
11401,11,5,53,,nyc
11402,11,5,53,,"ma,n.bridgewater"
11404,11,5,53,carlow,
11405,11,5,53,carlow,
11406,11,5,53,carlow,"va, paw paw tunnel (50)"
11407,11,5,53,clare,nyc(51)
11408,11,5,53,clare,"que,quebec"
11409,11,5,53,clare,
11410,11,5,53,clare,"ma,grafton, nr.boston"
11411,11,5,53,cork,"ma,natick (6/49)"
11412,11,5,53,cork,"nbr,st.john"
11413,11,5,53,cork,"nbr,st.john"
11414,11,5,53,cork,"nbr,st.john"
11415,11,5,53,cork,"ma,"
11416,11,5,53,cork,
11417,11,5,53,donegal,"oh,cincinnati,'51"
11418,11,5,53,donegal,"nyc,'51"
11419,11,5,53,dublin,"nyc,'50"
11421,11,5,53,galway,"ont,fitchroy harbor"
11422,11,5,53,galway,
11423,11,5,53,galway,nyc
11424,11,5,53,kerry,"ky,louisville (5/52)"
11425,11,5,53,kerry,"va,richmond"
11426,11,5,53,kilkenny,"ma,boston,'52"
11427,11,5,53,leitrim,
11428,11,5,53,limerick,"quebec,'51"
11429,11,5,53,limerick,"in,lafayette"
11430,11,5,53,limerick,"in,lafayette"
11431,11,5,53,longford,
11432,11,5,53,louth,
11433,11,5,53,mayo,"ma,greenfield (50)"
11434,11,5,53,mayo,"ny,long island"
11435,11,5,53,mayo,
11436,11,5,53,kerry,"ky,louisville (5/52)"
11437,11,5,53,meath,"ma,boston"
11439,11,5,53,roscommon,"ma,alleghany (4/51)"
11441,11,5,53,roscommon,
11442,11,5,53,sligo,"ont,toronto"
11443,11,5,53,sligo,"ont,toronto"
11444,11,5,53,tipperary,"ma,natick (6/49)"
11445,11,5,53,tipperary,"il,springfield"
11446,11,12,53,,"ma,boston"
11447,11,12,53,,
11448,11,12,53,,
11449,11,12,53,,
11450,11,12,53,,
11451,11,12,53,,"*scotland, edinburgh"
11452,11,12,53,,"ny,buffalo (8/49)"
11453,11,12,53,cavan,
11454,11,12,53,cavan,
11455,11,12,53,cavan,"nyc,'24"
11456,11,12,53,cavan,
11457,11,12,53,clare,"oh,cleveland"
11458,11,12,53,cork,"ma,milford"
11461,11,12,53,down,
11462,11,12,53,kildare,
11463,11,12,53,kildare,
11464,11,12,53,kildare,
11465,11,12,53,kings,"nyc,'51"
11466,11,12,53,kings,"nyc,'51"
11467,11,12,53,kings,"nyc,'51"
11468,11,12,53,limerick,
